Name	Category	Price	NetPrice	DeliveryTime	DeliveryCost	Description	Url	ItemCode
CARTON COLORAT XEROX A4 160 G/MP ALBASTRU INCHIS (003R94280)	Hartie si medii print > Hartie colorata	4833	3806	6	FREE	"<p> 	<u>CARTON COLORAT XEROX A4 160 G/MP DARK BLUE STRONG, cod: 003R94280 </u></p> <ul> 	<li>Compatibilitate: Imprimante laser/inkjet şi copiatoare</li> 	<li>Dimensiune: 210 x297 mm</li> 	<li>Culoare: Dark Blue ( albastru intens)</li> 	<li>Aplicaţii: fişe tehnice/de inventariere, prospecte, anunţuri, invitaţii, coperţi, unde variatia culorilor aduce un avantaj</li> 	<li>Ambalaj: top (250 coli)</li> 	<li>Tip: A4</li> 	<li>Greutate: 160 g/mp <br> <br>Vezi culorile>> </li> </ul>"	http://www.testshop.ro/p-963-carton-colorat-XeroX-a4-160-gsm-dark-blue-strong-003r94280	10066
CARTON COLORAT XEROX A4 160 G/MP BLUE PASTEL (003R93222)	Hartie si medii print > Hartie colorata	38262	30128	6	FREE	"<p> 	<u>CARTON XEROX A4 160 G/MP BLUE PASTEL, cod: 003R93222 </u></p> <ul> 	<li>Compatibilitate: Imprimante laser/inkjet şi copiatoare</li> 	<li>Dimensiune: 210 x297 mm</li> 	<li>Culoare: Blue (bleu pastel)</li> 	<li>Aplicaţii: fişe tehnice/de inventariere, prospecte, anunţuri, invitaţii, coperţi, unde variatia culorilor aduce un avantaj</li> 	<li>Ambalaj: top (250 coli)</li> 	<li>Tip: A4</li> 	<li>Greutate: 160 g/mp</li> 	<li>Vezi culorile>> </li> </ul>"	http://www.testshop.ro/p-961-carton-colorat-XeroX-a4-160-gsm-blue-pastel-003r93222--	10160
CARTON COLORAT XEROX A4 160 G/MP DARK GREEN (003R94279)	Hartie si medii print > Hartie colorata	36955	29098	6	FREE	"<p> 	<u>CARTON XEROX  A4 160 G/MP DARK GREEN, cod: 003R94279 </u></p> <ul> 	<li>Compatibilitate: Imprimante laser/inkjet şi copiatoare</li> 	<li>Dimensiune: 210 x297 mm</li> 	<li>Culoare: Dark Green (verde inchis)</li> 	<li>Aplicaţii: fişe tehnice/de inventariere, prospecte, anunţuri, invitaţii, coperţi, unde variatia culorilor aduce un avantaj</li> 	<li>Ambalaj: top (250 coli)</li> 	<li>Tip: A4</li> 	<li>Greutate: 160 g/mp <br> <br>Vezi culorile>> </li> </ul>"	http://www.testshop.ro/p-964-carton-colorat-XeroX-a4-160-gsm-dark-green-003r94279	10197
CARTON COLORAT XEROX A4 160 G/MP GALBEN INTENS (003R94275)	Hartie si medii print > Hartie colorata	45808	36069	6	FREE	"<p> 	<u>CARTON XEROX A4 160 G/MP DARK YELLOW STRONG, cod: 003R94275 </u></p> <ul> 	<li>Compatibilitate: Imprimante laser/inkjet şi copiatoare</li> 	<li>Dimensiune: 210 x297 mm</li> 	<li>Culoare: Dark Yellow (galben intens)</li> 	<li>Aplicaţii: fişe tehnice/de inventariere, prospecte, anunţuri, invitaţii, coperţi, unde variatia culorilor aduce un avantaj</li> 	<li>Ambalaj: top (250 coli)</li> 	<li>Tip: A4</li> 	<li>Greutate: 160 g/mp <br> <br>Vezi culorile>> </li> </ul>"	http://www.testshop.ro/p-966-carton-colorat-XeroX-a4-160-gsm-dark-yellow-strong-003R94275	10964
CARTON COLORAT XEROX A4 160 G/MP GRI (003R92303)	Hartie si medii print > Hartie colorata	11655	9177	6	FREE	"<p> 	<u>CARTON XEROX A4 160 G/MP GRI, cod: 003R92303 </u></p> <ul> 	<li>Compatibilitate: Imprimante laser/inkjet şi copiatoare</li> 	<li>Dimensiune: 210 x297 mm</li> 	<li>Culoare: Grey (gri)</li> 	<li>Aplicaţii: fişe tehnice/de inventariere, prospecte, anunţuri, invitaţii, coperţi, unde variatia culorilor aduce un avantaj</li> 	<li>Ambalaj: top (250 coli)</li> 	<li>Tip: A4</li> 	<li>Greutate: 160 g/mp</li> </ul>"	http://www.testshop.ro/p-968-carton-colorat-XeroX-a4-160-gsm-gri-003R92303	10810
CARTON COLORAT XEROX A4 160 G/MP IVORY (003R93219)	Hartie si medii print > Hartie colorata	2224	1751	6	FREE	"<p> 	<u>CARTON XEROX A4 160 G/MP IVORY, cod: 003R93219 </u></p> <ul> 	<li>Compatibilitate: Imprimante laser/inkjet şi copiatoare</li> 	<li>Dimensiune: 210 x297 mm</li> 	<li>Culoare: Ivory</li> 	<li>Aplicaţii: fişe tehnice/de inventariere, prospecte, anunţuri, invitaţii, coperţi, unde variatia culorilor aduce un avantaj</li> 	<li>Ambalaj: top (250 coli)</li> 	<li>Tip: A4</li> 	<li>Greutate: 160 g/mp <br> <br>Vezi culorile>> </li> </ul>"	http://www.testshop.ro/p-969-carton-colorat-a4-160-gsm-ivory-003r93219	10767
CARTON COLORAT XEROX A4 160 G/MP MID BUTTERCUP (003R92305)	Hartie si medii print > Hartie colorata	21431	16875	6	FREE	"<p><u>CARTON COLORAT XEROX A4 160 G/MP MID BUTTERCUP , cod: 003R92305 </u> </p> <ul> 	<li>Compatibilitate: Imprimante laser/inkjet şi copiatoare</li> 	<li>Dimensiune: 210 x297 mm</li> 	<li>Culoare: Buttercup (galben)</li> 	<li>Aplicaţii: fişe tehnice/de inventariere, prospecte, anunţuri, invitaţii, coperţi, unde variatia culorilor aduce un avantaj</li> 	<li>Ambalaj: top (250 coli)</li> 	<li>Tip: A4</li> 	<li>Greutate: 160 g/mp <br> <br>Vezi culorile>> </li> </ul>"	http://www.testshop.ro/p-962-carton-colorat-XeroX-a4-160-gsm-mid-buttercup-003r92305	10367
CARTON COLORAT XEROX A4 160 G/MP ORANGE STRONG (003R94276)	Hartie si medii print > Hartie colorata	26365	20760	6	FREE	"<p> 	<u>CARTON XEROX A4 160 G/MP ORANGE STRONG, cod: 003R94276 </u></p> <ul> 	<li>Compatibilitate: Imprimante laser/inkjet şi copiatoare</li> 	<li>Dimensiune: 210 x297 mm</li> 	<li>Culoare: Orange (portocaliu intens)</li> 	<li>Aplicaţii: fişe tehnice/de inventariere, prospecte, anunţuri, invitaţii, coperţi, unde variatia culorilor aduce un avantaj</li> 	<li>Ambalaj: top (250 coli)</li> 	<li>Tip: A4</li> 	<li>Greutate: 160 g/mp <br> <br>Vezi culorile>> </li> </ul>"	http://www.testshop.ro/p-970-carton-colorat-XeroX-a4-160-gsm-orange-strong-003R94276	10953
CARTON COLORAT XEROX A4 160 G/MP ROSU INTENS (003R94278)	Hartie si medii print > Hartie colorata	12653	9963	6	FREE	"<p> 	<u>CARTON XEROX A4 160 G/MP DARK RED STRONG, cod: 003R94278 </u></p> <ul> 	<li>Compatibilitate: Imprimante laser/inkjet şi copiatoare</li> 	<li>Dimensiune: 210 x297 mm</li> 	<li>Culoare: Dark Red (rosu inchis)</li> 	<li>Aplicaţii: fişe tehnice/de inventariere, prospecte, anunţuri, invitaţii, coperţi, unde variatia culorilor aduce un avantaj</li> 	<li>Ambalaj: top (250 coli)</li> 	<li>Tip: A4</li> 	<li>Greutate: 160 g/mp <br> <br>Vezi culorile>> </li> </ul>"	http://www.testshop.ro/p-965-carton-colorat-XeroX-a4-160-gsm-rosu-intens-003r94278	10095
CARTON COLORAT XEROX A4 160 G/MP SALMON PASTEL (003R93230)	Hartie si medii print > Hartie colorata	30908	24337	6	FREE	"<p> 	<u>CARTON XEROX A4 160 G/MP SALMON PASTEL, cod: 003R93230 </u></p> <ul> 	<li>Compatibilitate: Imprimante laser/inkjet şi copiatoare</li> 	<li>Dimensiune: 210 x297 mm</li> 	<li>Culoare: Salmon</li> 	<li>Aplicaţii: fişe tehnice/de inventariere, prospecte, anunţuri, invitaţii, coperţi, unde variatia culorilor aduce un avantaj</li> 	<li>Ambalaj: top (250 coli)</li> 	<li>Tip: A4</li> 	<li>Greutate: 160 g/mp <br> <br>Vezi culorile>> </li> </ul>"	http://www.testshop.ro/p-972-carton-colorat-XeroX-a4-160-g-mp-salmon-pastel-003R93230	10857
CARTON COLORAT XEROX A4 160 G/MP VERDE PASTEL (003R93226)	Hartie si medii print > Hartie colorata	12470	9819	6	FREE	"<p> 	<u>CARTON XEROX A4 160 G/MP GREEN PASTEL, cod: 003R93226 </u></p> <ul> 	<li>Compatibilitate: Imprimante laser/inkjet şi copiatoare</li> 	<li>Dimensiune: 210 x297 mm</li> 	<li>Culoare: Green (verde pastel)</li> 	<li>Aplicaţii: fişe tehnice/de inventariere, prospecte, anunţuri, invitaţii, coperţi, unde variatia culorilor aduce un avantaj</li> 	<li>Ambalaj: top (250 coli)</li> 	<li>Tip: A4</li> 	<li>Greutate: 160 g/mp <br> <br>Vezi culorile>> </li> </ul>"	http://www.testshop.ro/p-967-carton-colorat-XeroX-a4-160-gsm-verde-pastel-003R93226	10822
CARTON COLORAT XEROX A4 160 G/MP YELLOW PASTEL (003R93231)	Hartie si medii print > Hartie colorata	46969	36983	6	FREE	"<p> 	<u>CARTON XEROX  A4 160 G/MP YELLOW PASTEL, cod: 003R93231 </u></p> <ul> 	<li>Compatibilitate: Imprimante laser/inkjet şi copiatoare</li> 	<li>Dimensiune: 210 x297 mm</li> 	<li>Culoare: Yellow (galben pastel)</li> 	<li>Aplicaţii: fişe tehnice/de inventariere, prospecte, anunţuri, invitaţii, coperţi, unde variatia culorilor aduce un avantaj</li> 	<li>Ambalaj: top (250 coli)</li> 	<li>Tip: A4</li> 	<li>Greutate: 160 g/mp <br> <br>Vezi culorile>> </li> </ul>"	http://www.testshop.ro/p-973-carton-colorat-XeroX-a4-160-gsm-yellow-pastel-003r93231	10583
CARTON XEROX COPIATOR A4 ALB PREMIER 160G (003R91798)	Hartie si medii print > Hartie si carton	21421	16867	6	FREE	"Carton XEROX Premier, format A4, graaj 160 g/mp  <p> 	Format: A4 - 210 x 297 mm <br> 	Gramaj: 160 g/mp <br> 	Ambalare: 250 coli/top  <br> 	Utilizare: Carton alb pentru birou de calitate deosebita <br> 	Cod Xerox: 003R91798</p>"	http://www.testshop.ro/carton-premier-160g-xerox	10209
CARTON XEROX COPIATOR A4 ALB PREMIER 200G (003R93011)	Hartie si medii print > Hartie si carton	7523	5924	6	FREE	"Carton XEROX Premier, format A4, graaj 200 g/mp  <p> 	Format: A4 - 210 x 297 mm <br> 	Gramaj: 200 g/mp <br> 	Ambalare: 250 coli/top  <br> 	Utilizare: Carton alb pentru birou de calitate deosebita <br> 	Cod Xerox: 003R93011</p> <p> 	 <br> 	 </p>"	http://www.testshop.ro/carton-premier-200g-xerox	10508
Cartus capse Xerox 108R00823 Phaser 3635 MFP / WorkCentre 3655 / WorkCentre 6655 (108R00823)	Tonere, cartuse, consumabile > Laser	9495	7476	6	FREE	"<p> 	Cartus de capse Xerox 108R00823 (contine 2 x 1500 capse) <br> 	 </p> <p> 	Specificatii tehnice  <br> 	Marca XEROX  <br> 	Cod cartus  108R00823 (108R823)  <br> 	Numar de capse  2 x 1500 capse  <br> 	Folosit la echipamentele Xerox: Phaser 3635 MFP / WorkCentre 3655 / WorkCentre 6655</p>"	http://www.testshop.ro/capse-XeroX-108r00823-cartus-de-capse	10207
Cartus cerneala Canon BCI-24B black (BCI-24B)	Tonere, cartuse, consumabile > Inkjet	21587	16998	6	FREE	"<p> 	<strong>Cartus cerneala Canon BCI-24B black</strong> <br> 	<strong>Cod produs : BCI-24B ( BCI24B )</strong> <br> 	Volum cerneala 9ml, aproximativ 170pagini la acoperire 5%</p> <p> 	Pentru imprimantele: <br> 	Canon i250  Canon i255 <br> 	Canon i320  Canon i350  Canon i355 <br> 	Canon i450  Canon i455  Canon i470D  Canon i475D <br> 	Canon MultiPASS C200 <br> 	Canon MultiPASS F20  Canon MultiPASS F30 <br> 	Canon MultiPASS MP360  Canon MultiPASS MP370  Canon MultiPASS MP390 <br> 	Canon PIXMA iP1000  Canon PIXMA iP1500  Canon PIXMA iP2000 <br> 	Canon PIXMA MP110  Canon PIXMA MP130 <br> 	Canon S200  Canon S200X <br> 	Canon S300  Canon S330  Canon S330Photo <br> 	Canon SmartBase MP360  Canon SmartBase MP370  Canon SmartBase MP390Photo <br> 	Canon SmartBase MPC190  Canon SmartBase MPC200</p>"	http://www.testshop.ro/cartus-cerneala-canon-bci-24b-black	10889
Cartus cerneala Canon BCI-24C (BCI-24C)	Tonere, cartuse, consumabile > Inkjet	19482	15340	6	FREE	"<p> 	<strong>Cartus cerneala Canon BCI-24C color</strong> <br> 	<strong>Cod produs : BCI-24C ( BCI24BC)</strong> <br> 	Volum cerneala 15 ml, aproximativ 130 pagini la acoperire 5%</p> <p> 	Pentru imprimantele: <br> 	Canon i250  Canon i255 <br> 	Canon i320  Canon i350  Canon i355 <br> 	Canon i450  Canon i455  Canon i470D  Canon i475D <br> 	Canon MultiPASS C200 <br> 	Canon MultiPASS F20  Canon MultiPASS F30 <br> 	Canon MultiPASS MP360  Canon MultiPASS MP370  Canon MultiPASS MP390 <br> 	Canon PIXMA iP1000  Canon PIXMA iP1500  Canon PIXMA iP2000 <br> 	Canon PIXMA MP110  Canon PIXMA MP130 <br> 	Canon S200  Canon S200X <br> 	Canon S300  Canon S330  Canon S330Photo <br> 	Canon SmartBase MP360  Canon SmartBase MP370  Canon SmartBase MP390Photo <br> 	Canon SmartBase MPC190  Canon SmartBase MPC200</p>"	http://www.testshop.ro/cartus-cerneala-canon-bci-24c	10563
Cartus cerneala Canon BCI-3e black BCI-3EBK (BCI-3EBK)	Tonere, cartuse, consumabile > Inkjet	19867	15643	6	FREE	"<p> 	<strong>Cartus cerneala Canon BCI-3e black</strong> <br> 	<strong>Cod produs : BCI-3eBK ( BCI3EBK)</strong> <br> 	Volum cerneala 28 ml</p> <p> 	Pentru imprimantele: <br> 	Canon BJ535PD   <br> 	Canon BJC3000   <br> 	Canon BJC6000  Canon BJC6100  Canon BJC6200  Canon BJC6500   <br> 	Canon i550 Series  Canon i560 Series   <br> 	Canon i6100  Canon i6500   <br> 	Canon i850 Series  Canon i865   <br> 	Canon imageCLASS MP700  Canon imageCLASS MP730   <br> 	Canon iP3000  Canon iP3100   <br> 	Canon iP4000  Canon iP4000R   <br> 	Canon iP4100  Canon iP4100R   <br> 	Canon iP5000 Pro   <br> 	Canon MultiPass 700 - MP700  Canon MultiPass 730 - MP730   <br> 	Canon Multipass 750 - MP750  Canon Multipass 780 - MP780   <br> 	Canon MultiPass C100 - MPC100  Canon MultiPass C400 - MPC400   <br> 	Canon MultiPass C600F - MPC600F   <br> 	Canon MultiPass F30 - MPF30  Canon MultiPass F50 - MPF50   <br> 	Canon PIXMA iP3000  Canon PIXMA iP4000 Series  Canon PIXMA iP5000   <br> 	Canon PIXMA MP750  Canon PIXMA MP760  Canon PIXMA MP770   <br> 	Canon PIXMA MP780  Canon PIXMA MP790   <br> 	Canon PIXUS 550i  Canon PIXUS 560i   <br> 	Canon PIXUS 6100i  Canon PIXUS 6500i   <br> 	Canon PIXUS 850i  Canon PIXUS 865R   <br> 	Canon PIXUS MP55  Canon PIXUS MP700   <br> 	Canon PIXUS MP710  Canon PIXUS MP730  Canon PIXUS MP740   <br> 	Canon S400  Canon S450  Canon S4500   <br> 	Canon S500  Canon S520 Series  Canon S530 S530D  Canon S550 Series   <br> 	Canon S600  Canon S6300  Canon S6500   <br> 	Canon S750   <br> 	Canon SmartBase MP700 Photo  Canon SmartBase MP730 Photo   <br> 	Canon SmartBase MPC400  Canon SmartBase MPC600F</p>"	http://www.testshop.ro/cartus-cerneala-canon-bci-3e-black	10325
Cartus cerneala Canon BCI-3e cyan (BCI-3EC)	Tonere, cartuse, consumabile > Inkjet	46137	36328	6	FREE	"<p> 	<strong>Cartus cerneala Canon BCI-3e cyan</strong> <br> 	<strong>Cod produs : BCI-3eC ( BCI3EC)</strong> <br> 	Volum cerneala 16 ml</p> <p> 	Pentru imprimantele: <br> 	Canon BJ535PD   <br> 	Canon BJC3000   <br> 	Canon BJC6000  Canon BJC6100  Canon BJC6200  Canon BJC6500   <br> 	Canon i550 Series  Canon i560 Series   <br> 	Canon i6100  Canon i6500   <br> 	Canon i850 Series  Canon i865   <br> 	Canon imageCLASS MP700  Canon imageCLASS MP730   <br> 	Canon iP3000  Canon iP3100   <br> 	Canon iP4000  Canon iP4000R   <br> 	Canon iP4100  Canon iP4100R   <br> 	Canon iP5000 Pro   <br> 	Canon MultiPass 700 - MP700  Canon MultiPass 730 - MP730   <br> 	Canon Multipass 750 - MP750  Canon Multipass 780 - MP780   <br> 	Canon MultiPass C100 - MPC100  Canon MultiPass C400 - MPC400   <br> 	Canon MultiPass C600F - MPC600F   <br> 	Canon MultiPass F30 - MPF30  Canon MultiPass F50 - MPF50   <br> 	Canon PIXMA iP3000  Canon PIXMA iP4000 Series  Canon PIXMA iP5000   <br> 	Canon PIXMA MP750  Canon PIXMA MP760  Canon PIXMA MP770   <br> 	Canon PIXMA MP780  Canon PIXMA MP790   <br> 	Canon PIXUS 550i  Canon PIXUS 560i   <br> 	Canon PIXUS 6100i  Canon PIXUS 6500i   <br> 	Canon PIXUS 850i  Canon PIXUS 865R   <br> 	Canon PIXUS MP55  Canon PIXUS MP700   <br> 	Canon PIXUS MP710  Canon PIXUS MP730  Canon PIXUS MP740   <br> 	Canon S400  Canon S450  Canon S4500   <br> 	Canon S500  Canon S520 Series  Canon S530 S530D  Canon S550 Series   <br> 	Canon S600  Canon S6300  Canon S6500   <br> 	Canon S750   <br> 	Canon SmartBase MP700 Photo  Canon SmartBase MP730 Photo   <br> 	Canon SmartBase MPC400  Canon SmartBase MPC600F</p>"	http://www.testshop.ro/cartus-cerneala-canon-bci-3e-cyan	10020
Cartus cerneala Canon BCI-3e magenta (BCI-3EM)	Tonere, cartuse, consumabile > Inkjet	2793	2199	6	FREE	"<p> 	<strong>Cartus cerneala Canon BCI-3e magenta</strong> <br> 	<strong>Cod produs : BCI-3EM ( BCI3EM)</strong> <br> 	Volum cerneala 16 ml</p> <p> 	Pentru imprimantele: <br> 	Canon BJ535PD   <br> 	Canon BJC3000   <br> 	Canon BJC6000  Canon BJC6100  Canon BJC6200  Canon BJC6500   <br> 	Canon i550 Series  Canon i560 Series   <br> 	Canon i6100  Canon i6500   <br> 	Canon i850 Series  Canon i865   <br> 	Canon imageCLASS MP700  Canon imageCLASS MP730   <br> 	Canon iP3000  Canon iP3100   <br> 	Canon iP4000  Canon iP4000R   <br> 	Canon iP4100  Canon iP4100R   <br> 	Canon iP5000 Pro   <br> 	Canon MultiPass 700 - MP700  Canon MultiPass 730 - MP730   <br> 	Canon Multipass 750 - MP750  Canon Multipass 780 - MP780   <br> 	Canon MultiPass C100 - MPC100  Canon MultiPass C400 - MPC400   <br> 	Canon MultiPass C600F - MPC600F   <br> 	Canon MultiPass F30 - MPF30  Canon MultiPass F50 - MPF50   <br> 	Canon PIXMA iP3000  Canon PIXMA iP4000 Series  Canon PIXMA iP5000   <br> 	Canon PIXMA MP750  Canon PIXMA MP760  Canon PIXMA MP770   <br> 	Canon PIXMA MP780  Canon PIXMA MP790   <br> 	Canon PIXUS 550i  Canon PIXUS 560i   <br> 	Canon PIXUS 6100i  Canon PIXUS 6500i   <br> 	Canon PIXUS 850i  Canon PIXUS 865R   <br> 	Canon PIXUS MP55  Canon PIXUS MP700   <br> 	Canon PIXUS MP710  Canon PIXUS MP730  Canon PIXUS MP740   <br> 	Canon S400  Canon S450  Canon S4500   <br> 	Canon S500  Canon S520 Series  Canon S530 S530D  Canon S550 Series   <br> 	Canon S600  Canon S6300  Canon S6500   <br> 	Canon S750   <br> 	Canon SmartBase MP700 Photo  Canon SmartBase MP730 Photo   <br> 	Canon SmartBase MPC400  Canon SmartBase MPC600F</p>"	http://www.testshop.ro/cartus-cerneala-canon-bci-3e-magenta	10592
Cartus cerneala Canon BCI-3e yellow (BCI-3EY)	Tonere, cartuse, consumabile > Inkjet	20839	16409	6	FREE	"<p> 	<strong>Cartus cerneala Canon BCI-3e yellow</strong> <br> 	<strong>Cod produs : BCI-3EY ( BCI3EY )</strong> <br> 	Volum cerneala 16 ml</p> <p> 	Pentru imprimantele: <br> 	Canon BJ535PD   <br> 	Canon BJC3000   <br> 	Canon BJC6000  Canon BJC6100  Canon BJC6200  Canon BJC6500   <br> 	Canon i550 Series  Canon i560 Series   <br> 	Canon i6100  Canon i6500   <br> 	Canon i850 Series  Canon i865   <br> 	Canon imageCLASS MP700  Canon imageCLASS MP730   <br> 	Canon iP3000  Canon iP3100   <br> 	Canon iP4000  Canon iP4000R   <br> 	Canon iP4100  Canon iP4100R   <br> 	Canon iP5000 Pro   <br> 	Canon MultiPass 700 - MP700  Canon MultiPass 730 - MP730   <br> 	Canon Multipass 750 - MP750  Canon Multipass 780 - MP780   <br> 	Canon MultiPass C100 - MPC100  Canon MultiPass C400 - MPC400   <br> 	Canon MultiPass C600F - MPC600F   <br> 	Canon MultiPass F30 - MPF30  Canon MultiPass F50 - MPF50   <br> 	Canon PIXMA iP3000  Canon PIXMA iP4000 Series  Canon PIXMA iP5000   <br> 	Canon PIXMA MP750  Canon PIXMA MP760  Canon PIXMA MP770   <br> 	Canon PIXMA MP780  Canon PIXMA MP790   <br> 	Canon PIXUS 550i  Canon PIXUS 560i   <br> 	Canon PIXUS 6100i  Canon PIXUS 6500i   <br> 	Canon PIXUS 850i  Canon PIXUS 865R   <br> 	Canon PIXUS MP55  Canon PIXUS MP700   <br> 	Canon PIXUS MP710  Canon PIXUS MP730  Canon PIXUS MP740   <br> 	Canon S400  Canon S450  Canon S4500   <br> 	Canon S500  Canon S520 Series  Canon S530 S530D  Canon S550 Series   <br> 	Canon S600  Canon S6300  Canon S6500   <br> 	Canon S750   <br> 	Canon SmartBase MP700 Photo  Canon SmartBase MP730 Photo   <br> 	Canon SmartBase MPC400  Canon SmartBase MPC600F</p>"	http://www.testshop.ro/cartus-cerneala-canon-bci-3e-yellow	10535
Cartus cerneala Canon BCI-6 black (BCI-6BK)	Tonere, cartuse, consumabile > Inkjet	18801	14804	6	FREE	"<p> 	<strong>Cartus cerneala Canon BCI-6 black</strong> <br> 	<strong>Cod produs : BCI-6BK ( BCI6BK )</strong> <br> 	 </p> <p> 	Pentru imprimantele: <br> 	Canon BJC-8200 Photo ( BJC8200 )  Canon BJ-F895PD ( BJF895D )   <br> 	Canon BJ-F900 ( BJF900 )  Canon BJ-F9000 ( BJF9000 )  Canon BJ-F930 ( BJF930 )   <br> 	Canon F890 Series  Canon i860 Series  Canon i865   <br> 	Canon i900 Series  Canon i9000  Canon i905 Series   <br> 	Canon i9100  Canon i950 Series   <br> 	Canon i960  Canon i965   <br> 	Canon i990  Canon i9900  Canon i9950   <br> 	Canon iP4000  Canon iP4000R   <br> 	Canon iP4100  Canon iP4100R   <br> 	Canon iP5000 Pro  Canon iP8600   <br> 	Canon Multipass 750 - MP750  Canon Multipass 780 - MP780   <br> 	Canon PIXMA iP4000 Series  Canon PIXMA iP5000   <br> 	Canon PIXMA iP6000D  Canon PIXMA iP8500   <br> 	Canon PIXMA MP750  Canon PIXMA MP760   <br> 	Canon PIXMA MP770  Canon PIXMA MP780  Canon PIXMA MP790   <br> 	Canon PIXUS 860i  Canon PIXUS 865R   <br> 	Canon PIXUS 900PD  Canon PIXUS 9100i   <br> 	Canon PIXUS 950i  Canon PIXUS 960i   <br> 	Canon PIXUS 9900i  Canon PIXUS 990i   <br> 	Canon S800  Canon S820  Canon S820D   <br> 	Canon S830 Canon S830D   <br> 	Canon S900  Canon S9000</p>"	http://www.testshop.ro/cartus-cerneala-canon-bci-6-black	10551
